Date,Text
2019-05-04,"Пресс-секретарь Президента Берик Уали опубликовал видео выступления Касым-Жомарта Токаева в ВКО, в ходе которого он высказывается о борьбе с коррупцией, передаетTengrinews.kz.""К сожалению, коррупция остается серьезной болезнью нашего общества. Коррупция существует в подавляющем большинстве государств. Другое дело, как с ней борются или как ее скрывают. Что касается нашей страны, то борьба с коррупцией продолжается, наращивается. Недавно я принимал руководителя соответствующего ведомства, дал поручения продолжать эту работу. Если по количеству и качеству, если так можно выразиться, наказаний, то Казахстан занимает одно из ведущих мест в мире. Обратите внимание, что наказанию подверглись люди, которые занимали очень высокие должности в системе государственной власти. Это и премьер-министр, и целый ряд министров, руководители ведомств. Вряд ли вы можете назвать страну, где именно такая практика имеет место"", - сказал Токаев.Президент подчеркнул, что он намерен серьезнобороться с коррупциейв стране.Касым-Жомарт Токаев посещал Восточно-Казахстанскую область в конце апреля.Напомним, в 2015 году бывший премьер-министрСерик Ахметовбылприговоренк десяти годам лишения свободы с конфискацией имущества. Суд признал его виновным в совершении коррупционных преступлений. В марте 2018 годаосудилиэкс-министра национальной экономикиКуаныдка Бишимбаева. А в июне 2016 года экс-председателя АО ""НК ""Астана ЭКСПО-2017""Талгата Ермегияеваприговорили к 14 годам.Касым-Жомарт ТокаевКоррупция"
2024-06-26,"Казахстан посетила делегация Антикоррупционного ведомства Катара - управления административного контроля и прозрачности - во главе с его руководителем господином Хамадом Бин Насером Рашидом Аль-Миснедом. В рамках визита состоялась встреча руководителя управления с председателем Агентства по противодействию коррупции Асхатом Жумагали, передаетTengrinews.kzсо ссылкой на сообщение Антикора.В ходе встречи стороны обсудили комплекс вопросов о деятельности антикоррупционных служб двух стран, приоритетных направлениях госорганов, а также подписали дорожную карту по взаимодействию.Антикоррупционная служба Казахстана презентовала системные меры по устранению коррупции, возврату активов, защите бизнеса, оказанию правовой помощи, мониторингу целевого использования бюджетных средств и закупок. Председатель Агентства более подробно рассказал о проводимой работе по антикоррупционному образованию и воспитанию, особенно среди детей и молодежи, а также цифровизации.Также состоялась встреча в акимате Алматы. Аким города Ерболат Досаев рассказал о том, что особое внимание уделяется формированию благоприятного инвестиционного климата для отечественных и иностранных инвесторов. При этом госорганы несут большую ответственность перед бизнесом, сформированную через антикоррупционную культуру. В этом активную роль играет Агентство по противодействию коррупции.С презентацией выступили представители Национального банка, Министерства цифрового развития, инноваций и аэрокосмической промышленности, а также Центра электронных финансов - о деятельности цифрового правительства и особенностях цифровизации системы государственных закупок.Председатель Антикора пригласил руководство Катара принять участие в конференции региональной платформы для стран Центральной Азии в целях ускоренного внедрения норм Конвенции ООН против коррупции, запланированной на конец текущего года.В свою очередь, от руководителя антикоррупционного ведомства Катара поступило приглашение на международную антикоррупционную конференцию, которая состоится в ноябре 2024 года в этой стране.В рамках встречи представители катарской делегации ознакомились с культурными и историческими ценностями Казахстана.По итогам мероприятия стороны договорились продолжить практику обмена опытом с целью более эффективного анализа причин и последствий коррупции, укрепления сотрудничества и развития двух стран.Ранее мы писали о том, что Президент Касым-Жомарт Токаев принял посла государства Катар в Казахстане Абдаллу бен Хусейна Джабера. Глава государстваназвал Катар одним из ближайших партнеров нашей страны.Наши новости теперь в WhatsApp! Подписывайтесь на наш канал в самом популярном мессенджереКоррупцияЦентральная АзияНациональный банк КазахстанаинвесторыЕрболат ДосаевАким Алматыцифровизациявозврат активовБизнесантикоррупционная службаантикорСотрудничествоКатарКазахстанООН"
2023-10-26,"Племянника президента Кыргызстана Садыра Жапарова Улана, обвиняемого в коррупции, отпустили под домашний арест, передаетTengrinews.kzсо ссылкой на24.kg.В Первомайском районном суде Бишкека сообщили, что изменить меру пресечения на срок следствия, то есть до 26 ноября, попросил следователь СС МВД. Ранее обвиняемый содержался в исправительном учреждении № 21.В июле в Бишкекезадержали родственника президентаКыргызстана Садыра Жапарова Улана Жапарова.СМИ Кыргызстана писали, что в СИЗО-1 Бишкека водворен 32-летний Улан Жапаров, уроженец села Кен-Суу Иссык-Кульской области.""По предварительным данным, уголовное дело возбуждено по статье ""Коррупция"" УК КР. Дело расследует следственная служба МВД"", - сообщили редакции.Позже сообщалось, что племянника президента Кыргызстана Садыра Жапарова оставили под стражей.Наши новости теперь в WhatsApp! Подписывайтесь на наш канал в самом популярном мессенджереЖапаров СадырЗадержаниеродственникиКоррупция"
2019-08-23,"Антикоррупционная служба попросила министра финансов пересмотреть вопрос назначения руководителя Атырауского территориального департамента Комитета внутреннего госаудита, передает корреспондентTengrinews.kz.""В свете предстоящего введения персональной ответственности руководителей за совершение коррупционных преступлений подчиненными такая работа по выявлению причин и условий коррупции имеет особую актуальность.В этой связи хотелось бы обратить внимание еще на один пример. В текущем месяце агентством внесено представление на имя министра финансов о рассмотрении вопроса по дальнейшему пребыванию на руководящей должности руководителя Атырауского территориального департамента Комитета внутреннего госаудита"", - сообщила руководитель Департамента превенции Агентства по противодействию коррупции Анар Жарова на брифинге.Причина внесения такого представления - это назначение данного лица на руководящую должность, несмотря на состоявшиеся приговоры в отношении двух его непосредственных заместителей, осужденных к различным мерам наказания за факты получения взяток. Приговоры вступили в законную силу, но тем не менее их руководитель был продвинут по должности, отметила Жарова.Руководитель департамента отметила, что подобные факты недопустимы, поскольку вызывают обоснованную критику со стороны общества и напрямую влияют на уровень доверия населения к органам государственной власти.Ранее Жарова сообщила, чтополицейские продавали информациюо смерти людей представителям ритуальных компаний.КоррупцияГосслужбаАтырауская область"
2017-04-28,"В Казахстане снова предлагается рассмотреть возможность криминализации обещания и предложения взятки. Об этом говорится в""Национальном докладе о противодействии коррупции""Агентства РК по делам государственной службы и противодействию коррупции, передает корреспондентTengrinews.kz.Сообщается, что эту меру предлагается рассмотреть в рамках имплементации норм Конвенции ООН против коррупции. Помимо этого, предлагается рассмотреть возможность административной ответственности за незаконное обогащение, а также установления уголовной ответственности юридических лиц.Отметим, уголовную ответственность за обещание взятки финансовая полиция РКобсуждалаеще в 2012 году. ""В нашем законодательстве предложение взятки может быть как покушение взятки, приготовление и так далее. А здесь предлагается рассматривать это, как оконченный состав преступления. Если говорим обещание - оконченный состав преступления и органы уголовного преследования докажут это - тогда будем рассматривать. Мы предложили в плане реализации отраслевой программы рассмотреть возможность внесения таких норм в наше уголовное законодательство. В плане она есть. Будут рассмотрены мнения всех государственных органов, общественности, проанализируем. Если она не будет в первую очередь противоречить конституции, тогда будет рассматриваться"", - говорил заместитель начальника Департамента по расследованию и предупреждению дел о коррупции Агентства по борьбе с экономической и коррупционной преступностью Болат Биисов.Коррупция"
2024-02-05,"Антикоррупционная служба по городу Астане проводит досудебное расследование в отношении работников Министерства экологии и природных ресурсов РК, а также других лиц, передаетTengrinews.kzсо ссылкой на пресс-службу Антикора.Продолжение■В Минэкологии сообщили о выемке документов в кабинете вице-министра05 февраля 2024, 19:49■Руководитель ""Ертіс орманы"" подозревается во взяточничестве06 февраля 2024, 10:50В отношении кого проводится расследование, в Антикоре не уточнили. Вместе с тем отметим, что ранее в СМИ появилась информация о задержании одного из вице-министров экологии, которую в Агентстве не подтвердили, но и не опровергли.""Расследование продолжается. Иная информация в рамках статьи 201 Уголовно-процессуального кодекса разглашению не подлежит"", - добавили в Антикоре.Ранее мы писали о том, чточиновника подозревают в хищении 120 миллионов на сейсмобезопасность Шымкента.Читайте также:Сколько получили казахстанцы за сообщения о коррупцииНаши новости теперь в WhatsApp! Подписывайтесь на наш канал в самом популярном мессенджереКоррупцияминистерство экологииантикорантикоррупционная службаАстанаЗадержаниечиновникиСМИ"
2020-06-04,"Антикоррупционной службой проводится расследование в отношении инспектора городского отдела полиции Актобе. Об этом сообщил следователь по особо важным делам первого департамента Агентства по противодействию коррупции Данияр Бигайдаров, передает корреспондентTengrinews.kz.""Указанное лицо, используя свое служебное положение, с 7 по 29 марта 2020 года в Актобе под предлогом содействия в возврате автомобиля марки Opel Zafira, ранее изъятого по уголовному делу в отношении руководства ТОО ""Гарант 24 Ломбард"", путем обмана и злоупотребления доверием похитил у жителя Актюбинской области деньги в сумме 70 тысяч тенге"", - сказал Данияр Бигайдаров.Процессуальное задержание в отношении подозреваемого не применялось в связи с полным признанием вины. Досудебное расследование продолжается. Иные сведения в интересах следствия не разглашаются.Также начато расследование в отношении руководителя Атырауского филиала Казахстанского института стандартизации и сертификации. Расследование по статье 364, части 1 Уголовного кодекса ""Незаконное участие в предпринимательской деятельности"".""Руководитель Атырауского филиала ""Казахстанский институт стандартизации и сертификации"" Комитета технического регулирования и метрологии Министерства торговли и интеграции вопреки установленному запрету лично участвовала в управлении ТОО, зарегистрированным на ее близкого родственника, осуществляющим предпринимательскую деятельность в области сертификации и технического регулирования, с предоставлением данному товариществу преимуществ и покровительства"", - сообщил Бигайдаров.Другие сведения не разглашаются.Новости Казахстана. Сегодня и прямо сейчас. Видео и фото. Подписывайся на @tengrinews в TelegramКоррупцияантикоррупционная службаВзяткаАктобеАктюбинская область"
2020-02-06,"Экс-главу Рудненского городского отдела строительства подозревают в хищении 160 миллионов тенге при строительстве колеса обозрения, эксплуатацию которого запретили после попавшего в Сеть видеоролика, передает корреспондентTengrinews.kz.Продолжение■Акима Рудного допросили по делу о колесе обозрения за 330 миллионов тенге17 сентября 2020, 11:38""В Костанайской области проводится расследование в отношении бывшего руководителя Рудненского городского отдела строительства по фактам получения взятки в виде нового автомобиля марки Nissan Qashqai стоимостью более 10 миллионов тенге за заключение договора о госзакупках работ по газификации в Рудном, а также хищения бюджетных средств в сумме более 160 миллионов тенге, выделенных на строительство аттракциона в Рудном"", - сообщил на брифинге старший следователь первого департамента Агентства по противодействию коррупции Данияр Бигайдаров.Он отметил, что под аттракционом подразумевает построенное в Рудном колесо обозрения.Напомним, в мае 2019 годавидео с переворачивающейся кабинкой на колесе обозрения в Рудномпоявилось в Сети. На кадрах запечатлено, как одна из кабинок застыла в перевернутом положении и через несколько секунд с грохотом вернулась обратно. Людей в кабинке не было.Колесо обозрения было официально открыто 1 мая 2019 года. Ролик вызвал шквал возмущения среди жителей города, ведь на его возведение из местного бюджета потратили 330 миллионов тенге.Работу колесаприостановили12 мая. В январе этого года стало известно, что колесодемонтируютпо решению суда.Еще быстрее, чем на сайте! Читайте наши новости в Telegram. Подписывайтесь на @tengrinews.РудныйХищениеКоррупцияКостанайская областьантикоррупционная служба"
2024-11-28,"Министерство внутренних дел обратилось к казахстанцам по поводу усиления мер по обеспечению правопорядка и неотвратимости наказания за любые нарушения закона, передаетTengrinews.kzсо ссылкойPolisia.kz.""Наш главный принцип - закон и порядок. Департамент собственной безопасности МВД активно контролирует работу центров оперативного управления и патрульной службы. Центры оперативного управления работают круглосуточно, фиксируя действия патрульных полицейских. Сотрудники оснащены смарт-жетонами, которые невозможно отключить вручную. Эти устройства постоянно записывают все действия, что исключает возможность отклонения от установленных требований"", - заявил официальный представитель МВД Шынгыс Алекешев.Также используется система с искусственным интеллектом, которая анализирует данные с камер и быстро выявляет нарушения для оперативной реакции.""Работа полиции направлена на обеспечение неотвратимости наказания для каждого нарушителя закона, вне зависимости от его статуса, должности или положения. Исключений нет. Необходимо учесть, что патрульные полицейские строго выполняют требования закона. Любое противоправное действие с их стороны влечет за собой строгие последствия. Призываем граждан соблюдать закон, выполнять законные требования полицейских и не предпринимать попытки подкупа должностных лиц"", - сказал официальный представитель МВД.Отмечается, что МВД и Антикоррупционная служба договорились вместе бороться с коррупцией в своих рядах. Казахстанцев просят сообщать о случаях некорректного поведения сотрудников в департамент собственной безопасности МВД или по телефону 1402.Напомним, ранее в преддверии заморозков в некоторых регионах страныпредставитель МВД обратился к казахстанцамс предупреждением. В ведомстве отметили, что в холодное время года повышается количество техногенных пожаров.Читайте также:В МВД обратились к казахстанским родителямНажмите сюда, чтобы получать самые важные новости в вашем WhatsAppМВДобращениеПолицияКоррупцияБезопасность"
2020-08-07,"Экс-руководитель Управления культуры Туркестанской области осужден на семь лет лишения свободы, передает корреспондентTengrinews.kz.В Антикоррупционной службе сообщили, что 27 июля 2020 года приговором суда Туркестана к семи годам лишения свободы каждый осуждены: руководитель Управления культуры Туркестанской области Исабек Н.Е. и руководитель отдела данного управления Абдуллаева Д.""Исабек подозревался в получении взятки в сумме 700 000 тенге при посредничестве Абдуллаевой Д. за назначение на руководящую должность в ГКП ""Областной историко-краеведческий музей"" Туркестанской области"", - сообщил старший следователь первого департамента Агентства по противодействию коррупции Данияр Бигайдаров на брифинге ведомства.Кроме того, 30 июля приговором Келесского районного суда Туркестанской области осужден аким Жамбылского сельского округа Курманалиев Б., ему назначено наказание в виде штрафа на сумму 12 миллионов тенге.""Он подозревался в получении взятки в сумме 400 тысяч тенге за положительное решение вопроса о выдаче земельного участка по государственной программе ""Нурлы жер"" на территории Жамбылского сельского округа"", - сказал Бигайдаров.Также 30 июля Шуским районным судом были осуждены: руководитель КГУ ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата Шуского района Жамбылской области"" Есеев Б.Ж., директор специализированного многоотраслевого КГП на ПХВ ""Питьевая вода-Шу отдела ЖКХ, ПТ и АД акимата Шуского района"" Джиенбеков Б.К., они приговорены к штрафу в размере 20 миллионов тенге каждый, с пожизненным лишением права занимать должности на государственной службе.""Они подозревалась в хищении бюджетных средств в сумме 2 миллионов тенге, предназначенных на текущий ремонт водопроводных сетей в населенных пунктах Шуского района, путем перечисления на расчетный счет ИП Джунусовой Г.А. и дальнейшего их обналичивания"", - пояснил Бигайдаров.У вас есть TikTok? У Tengrinews.kz есть! Подпишитесь прямо сейчас, интересные видео по ссылке.СудПриговорХищениеКоррупция"
2020-08-25,"Президент Казахстана Касым-Жомарт Токаев поручил запретить условно-досрочное освобождение для коррупционеров. РедакцияTengrinews.kzподготовила подборку об осужденных казахстанских чиновниках, которые досрочно вышли на свободу.Муслим УмирьяевМуслим Умирьяев. Фото с сайта PrimeMinister.kzО задержании бывшего высокопоставленного чиновникастало известно 22 декабря 2013 года. Муслима Умирьяева обвинили в получении взятки в размере 100 тысяч долларов от предпринимателя за оказание содействия в конкурсах по госзакупкам, проводимых Минсельхозом. Речь шла о закупке противоящурной вакцины. Своей вины Муслим Умирьяев в ходе судебного разбирательства не признал.16 октября 2014 года Умирьяев был осужден по статье 311, части 5 (""Получение взятки"". - Прим. автора, старая редакция Уголовного кодекса) на десять лет лишения свободы с отбыванием наказания в колонии строгого режима, с конфискацией имущества.В ноябре 2016 года дело экс-вице-министра было переквалифицировано, а 28 декабря 2016 года суд, рассмотрев ходатайство осужденного Умирьяева,заменилсрок более мягким видом наказания - ограничением свободы с установлением пробационного контроля.""В ходе судебного заседания было установлено, что осужденным отбыта необходимая часть назначенного ему наказания, по месту отбывания наказания положительно характеризуется, состоит в самодеятельных организациях осужденных, имеет вторую положительную степень поведения. Ущерба по делу не имеется. Процессуальные издержки погашены в полном объеме в добровольном порядке"", - сообщили тогда в суде.Ахметбек Ахметжанов""Большое акиматовское дело"" в Костанае началось летом 2015 года сзадержаниядвух заместителей акима города - Максута Калиева, подозреваемого в получении взятки в размере 13 миллионов тенге, и Фрунзика Аракеляна, которого заподозрили в злоупотреблении должностными полномочиями и получении взятки в размере 300 тысяч тенге.После задержания своих заместителей аким Костаная Ахмедбек Ахметжанов назвал эту ситуацию ""шоковой"". Однако позже и он былосвобожденот должности, а затемзадержан.Ахмедбека Ахметжановаприговорилик 13 годам лишения свободы с отбыванием наказания в колонии строгого режима. Заместитель акима Максут Калиев получил четыре года лишения свободы, а Фрунзик Аракелян - семь лет.Позднее суд смягчил приговоры в отношении экс-заместителей акима. Фрунзику Аракеляну сократили срок в два раза, а Максуту Калиеву - до трех лет, и уже осенью 2016 года он вышел на свободу. Спустя время срок сократили и осужденному экс-акиму - с 13 лет до менее шести лет.В апреле 2019 года экс-акима Костаная Ахмедбека Ахметжанова освободили условно-досрочно.Канат СултанбековКанат Султанбеков. Фото с сайта strategy2050.kzБывший заместитель председателя правления АО ""Национальная компания ""Казахстан инжиниринг"", экс-заместитель акима столицы Канат Султанбеков былвзят под стражув феврале 2017 года. Помимо Султанбекова, перед судомпредсталиеще восемь фигурантов дела: военные, бизнесмены и гражданин Израиля. Судебные заседания проходилив закрытом режиме. Из приговора суда стал известен размер доказанной взятки, которую получил Канат Султанбеков: чутьбольше одного миллиарда тенге.Суд признал Каната Султанбекова виновным в получении взятки иназначилему десять лет лишения свободы с отбыванием наказания в учреждении максимальной безопасности. Остальные фигуранты дела тоже были приговорены к различным наказаниям.В феврале 2018 года стало известно, что суд принял решениеотменить наказаниев виде лишения свободы для Каната Султанбекова и заменить срок штрафом в размере двух миллиардов 139 миллионов тенге. Также судебная коллегия постановила заменить срок штрафом для второго фигуранта дела - гражданина Израиля Гиля Смолински.2 миллиарда тенге вместо 10 лет: что известно о бывшем замакима столицы Канате СултанбековеОн полностьюпогасил назначенный судом штрафв два миллиарда тенге.В 2019 году в Антикоррупционной службе заявили о том, чтоКанат Султанбеков объявлен в международный розыск по делу о строительстве LRT в столице.По данным ведомства, следствием раскрыты миллиардные схемы хищений, в которые были вовлечены должностные лица акимата, ""Астана LRT"" и директора частных компаний. ""Преступная схема была организована заместителем акима Астаны Султанбековым и руководителем ""Астана LRT"" (Талгатом) Арданом при пособничестве иностранных и казахстанских компаний"", - заявили правоохранители.Известий о том, где находится Султанбеков сейчас и был ли он задержан, нет.Куандык БишимбаевКуандык Бишимбаев. Фото ©Турар КазангаповКуандык Бишимбаев занимал должность главы Министерства национальной экономики с мая по декабрь 2016 года. В начале 2017 года борцы с коррупцией задержали его по подозрению в неоднократном получении взяток в особо крупном размере в группе лиц по предварительному сговору. Дело касалось его прошлого места работы - национального управляющего холдинга ""Байтерек"".В марте 2018 года Бишимбаеваприговорилик 10 годам лишения свободы с пожизненным лишением права занимать руководящие должности на госслужбе, с конфискацией имущества, приобретенного на средства, добытые преступным путем.На свободу экс-министр национальной экономикивышел по УДОв октябре 2019 года. Комитет уголовно-исполнительной системы отмечал положительную характеристику Бишимбаева в период пребывания в заключении и возмещение присужденного судом иска.Талгат Жакаев и Курманбек АртыкбаевАрхивное фото ©Tengrinews.kzРасследование по ""Хоргосскому делу"" началось в 2011 году, Выяснилось, что в контрабанде товара из Китая участвовали должностные лица КНБ и сотрудники таможенной службы. Кроме того, они устраняли конкурентов преступной группы, задерживая других контрабандистов по наводке руководителей сообщества.В суде делоначали рассматривать20 июня 2013 года. На скамье подсудимых оказались 45 человек, их защищали 35 адвокатов и 45 общественных защитников. Слушания по делу продолжались год. Чтобы вынести приговор, суд изучил 1500 томов дела и 600 видеозаписей. Свидетелями выступили более 600 человек.Фигурантов дела судили по статьям ""Экономическая контрабанда"", ""Создание и руководство организованной преступной группой или преступным сообществом (преступной организацией), участие в преступном сообществе"", ""Легализация денежных средств или иного имущества, приобретенного незаконным путем"", ""Злоупотребление властью"", ""Злоупотребление должностными полномочиями"".Организатора преступной группировки Талгата Кайрбаева приговорили к 16 годам, а его сообщника Бахыта Отарбаева - к 13 годам лишения свободы. Бывший сотрудник КНБ Талгат Жакаев был приговорен к 17 годам тюрьмы. Экс-главу таможни Алматинской области Курманбека Артыкбаева приговорили к 14 годам колонии. Остальные фигуранты отправились в колонию на сроки от пяти до 10 лет.В октябре 2019 года указом Президента от 30 сентября неотбытую часть наказания Артыкбаеву и Жакаевузаменили штрафом.Суд № 2 города Семеяобозначил сумму штрафавышедшим на свободу осужденным фигурантам ""Хоргосского дела"" - бывшему главе таможни Алматинской области Курманбеку Артыкбаеву и экс-сотруднику КНБ Талгату Жакаеву.""Жакаев не отбыл восемь лет, восемь месяцев и пять дней. Ему назначен штраф в размере 2 004 850 тенге. Артыкбаев не отбыл пять лет, семь месяцев и восемь дней, сумма - 1 289 644 тенге"", - сообщил в 2019 году координатор по работе со СМИ суда ВКО Елдос Жумаксанов.Кажымурат УсеновКажымурат Усенов в зале суда. Фото Турар Казангапов©Отца Максата Усенова задержали в 2015 году по подозрению в коррупции.В июне 2016 года Кажымурата Усеноваприговорилик двум годам колонии за хищения в нацкомпании ""ЭКСПО-2017"". Бывший глава департамента строительства нацкомпании заключил сделку о признании вины.Также суд конфисковал его имущество, приобретенное на средства, добытые преступным путем, пожизненно лишил права занимать определенные должности в госорганах и коммерческих организациях, внес представление на имя Главы государства о лишении Усенова госнаград, в частности ордена ""Құрмет"".В апреле 2017 годаон попал под амнистиюв связи с 25-летием независимости Казахстана. Тогда суд сократил оставшуюся неотбытую часть срока наказания наполовину.Затем Усеновбыл освобожденпо УДО. Суд принял во внимание то, что у бывшего чиновника было два поощрения в колонии.Серик БаймагамбетовСерик Баймаганбетов. ©Ярослав РадловскийВ январе 2013 года бывший председатель Комитета таможенного контроля Министерства финансов Серик Баймаганбетовбыл признан виновнымв получении взятки в размере 80 тысяч долларов и злоупотреблении должностными полномочиями.В августе 2014 года появилась информация о том, что экс-глава таможни былизбит в колонии. По этому факту было возбуждено уголовное дело. Но экспертизане подтвердиланаличия травм у осужденного.Позже стало известно, что суд пошел на уступки осужденному экс-главе Комитета таможенного контроля Серику Баймаганбетову, прошение которого об условно-досрочном освобождении было удовлетворено. Об этом сообщил судья Рамазан Алимханов. Он отметил, что снисхождение было проявлено райсудом Караганды, несмотря на то что Серик Баймаганбетов не имел благодарностей и поощрений от руководства колонии АК-159/6, что является важной составляющей при решении вопроса об освобождении условно-досрочно.Отметим, что просить о досрочном выходе на свободу экс-глава таможенного комитета Серик Баймаганбетов смог после того, как его срок указом Президента от 9 сентября 2014 года ""О помиловании""был сокращенс десяти до пяти лет.19 августа Касым-Жомарт Токаевпоручил запретитьусловно-досрочное освобождение для коррупционеров.Токаев указал на необходимость усиления борьбы с коррупцией в период пандемии, когда уменьшились доходы граждан и возросли риски хищения средств, выделяемых на поддержку экономики.Смотрите самые интересные видео в TikTok Tengrinews.kz! Подпишитесь прямо сейчасчиновникиКазахстанКоррупцияСудПреступность"
